feature,sentiment
 prachtvollerem ,1
 prachtvolleren ,1
 prachtvollerer ,1
 prachtvolleres ,1
 prachtvolles ,1
 prachtvollst ,1
 prachtvollste ,1
 prachtvollstem ,1
 prachtvollsten ,1
 prachtvollster ,1
 prachtvollstes ,1
 prädikament ,-1
 prädikation ,-1
 präferenz ,1
 präferenzen ,1
 präferenzensystem ,1
 pragmatiker ,1
 pragmatikerin ,1
 pragmatisch ,1
 prägnant ,1
 prägte ,1
 prahlerei ,-1
 prahlerisch ,-1
 präjudiz ,1
 präjudizieren ,-1
 präjudizierte ,-1
 praktikabel ,1
 praktikabelst ,1
 praktikabelste ,1
 praktikabelstem ,1
 praktikabelsten ,1
 praktikabelster ,1
 praktikabelstes ,1
 praktikabilität ,1
 praktikable ,1
 praktikablem ,1
 praktikablen ,1
 praktikabler ,1
 praktikablere ,1
 praktikablerem ,1
 praktikableren ,1
 praktikablerer ,1
 praktikableres ,1
 praktikables ,1
 praktisch ,1
 prall ,1
 pralle ,1
 prallem ,1
 prallen ,1
 praller ,1
 prallere ,1
 prallerem ,1
 pralleren ,1
 prallerer ,1
 pralleres ,1
 pralles ,1
 prallst ,1
 prallste ,1
 prallstem ,1
 prallsten ,1
 prallster ,1
 prallstes ,1
 prallte ,-1
 prangen ,1
 pranger ,-1
 prangerte ,-1
 präpotent ,-1
 prasserei ,-1
 präventiv ,1
 praxisbezogen ,1
 präzedens ,1
 präzis ,1
 präzise ,1
 präzision ,1
 preisen ,1
 preisgünstig ,1
 preisgünstige ,1
 preisgünstigem ,1
 preisgünstigen ,1
 preisgünstiger ,1
 preisgünstigere ,1
 preisgünstigerem ,1
 preisgünstigeren ,1
 preisgünstigerer ,1
 preisgünstigeres ,1
 preisgünstiges ,1
 preisgünstigst ,1
 preisgünstigste ,1
 preisgünstigstem ,1
 preisgünstigsten ,1
 preisgünstigster ,1
 preisgünstigstes ,1
 preisschwankung ,-1
 preiswert ,1
 preiswerter ,1
 prekär ,-1
 prekäre ,-1
 prekärem ,-1
 prekären ,-1
 prekärer ,-1
 prekärere ,-1
 prekärerem ,-1
 prekäreren ,-1
 prekärerer ,-1
 prekäreres ,-1
 prekäres ,-1
 prekärst ,-1
 prekärste ,-1
 prekärstem ,-1
 prekärsten ,-1
 prekärster ,-1
 prekärstes ,-1
 premien ,1
 premium ,1
 premiums ,1
 prestige ,1
 prestiges ,1
 prestigeträchtig ,1
 prickeln ,1
 pries ,1
 prima ,1
 primitiv ,-1
 primitive ,-1
 prinzipiell ,1
 prinzipientreu ,1
 priorität ,1
 privileg ,1
 privilegiert ,1
 privilegierte ,1
 privilegiertem ,1
 privilegierten ,1
 privilegierter ,1
 privilegiertere ,1
 privilegierterem ,1
 privilegierteren ,1
 privilegierterer ,1
 privilegierteres ,1
 privilegiertes ,1
 privilegiertest ,1
 privilegierteste ,1
 privilegiertestem ,1
 privilegiertesten ,1
 privilegiertester ,1
 privilegiertestes ,1
 probeweise ,-1
 probierhahn ,-1
 problem ,-1
 problematik ,-1
 problematisch ,-1
 problematisieren ,-1
 probleme ,-1
 problemen ,-1
 problemlos ,1
 problemlose ,1
 problemlosem ,1
 problemlosen ,1
 problemloser ,1
 problemlosere ,1
 problemloserem ,1
 problemloseren ,1
 problemloserer ,1
 problemloseres ,1
 problemloses ,1
 problemlosst ,1
 problemlosste ,1
 problemlosstem ,1
 problemlossten ,1
 problemlosster ,1
 problemlosstes ,1
 problems ,-1
 produktiv ,1
 produktive ,1
 produktivem ,1
 produktiven ,1
 produktiver ,1
 produktivere ,1
 produktiverem ,1
 produktiveren ,1
 produktiverer ,1
 produktiveres ,1
 produktives ,1
 produktivität ,1
 produktivst ,1
 produktivste ,1
 produktivstem ,1
 produktivsten ,1
 produktivster ,1
 produktivstes ,1
 profan ,-1
 profane ,-1
 profanem ,-1
 profanen ,-1
 profaner ,-1
 profanere ,-1
 profanerem ,-1
 profaneren ,-1
 profanerer ,-1
 profaneres ,-1
 profanes ,-1
 profanst ,-1
 profanste ,-1
 profanstem ,-1
 profansten ,-1
 profanster ,-1
 profanstes ,-1
 profess ,1
 professionell ,1
 profiliert ,1
 profilierte ,1
 profiliertem ,1
 profilierten ,1
 profilierter ,1
 profiliertere ,1
 profilierterem ,1
 profilierteren ,1
 profilierterer ,1
 profilierteres ,1
 profiliertes ,1
 profiliertest ,1
 profilierteste ,1
 profiliertestem ,1
 profiliertesten ,1
 profiliertester ,1
 profiliertestes ,1
 profit ,1
 profitabel ,1
 profitabelst ,1
 profitabelste ,1
 profitabelstem ,1
 profitabelsten ,1
 profitabelster ,1
 profitabelstes ,1
 profitable ,1
 profitablem ,1
 profitablen ,1
 profitabler ,1
 profitablere ,1
 profitablerem ,1
 profitableren ,1
 profitablerer ,1
 profitableres ,1
 profitables ,1
 profitieren ,1
 profund ,1
 progredient ,1
 progression ,1
 progressiv ,1
 prominent ,1
 prominente ,1
 prominentem ,1
 prominenten ,1
 prominenter ,1
 prominentere ,1
 prominenterem ,1
 prominenteren ,1
 prominenterer ,1
 prominenteres ,1
 prominentes ,1
 prominentest ,1
 prominenteste ,1
 prominentestem ,1
 prominentesten ,1
 prominentester ,1
 prominentestes ,1
 propaganda ,-1
 propagieren ,-1
 propagierte ,-1
 proskription ,-1
 protest ,-1
 protestier ,-1
 protestiere ,-1
 protestieren ,-1
 protestierest ,-1
 protestieret ,-1
 protestierst ,-1
 protestiert ,-1
 protestierte ,-1
 protestierten ,-1
 protestiertest ,-1
 protestiertet ,-1
 provisorien ,-1
 provisorisch ,-1
 provisorium ,-1
 provisoriums ,-1
 provokation ,-1
 provokationen ,-1
 provozier ,-1
 provoziere ,-1
 provozieren ,-1
 provozierest ,-1
 provozieret ,-1
 provozierst ,-1
 provoziert ,-1
 provozierte ,-1
 provozierten ,-1
 provoziertest ,-1
 provoziertet ,-1
 prozesssüchtig ,-1
 prügel ,-1
 prügele ,-1
 prügelen ,-1
 prügelknabe ,-1
 prügeln ,-1
 prügelst ,-1
 prügelt ,-1
 prügelte ,-1
 prügelten ,-1
 prügeltest ,-1
 prügeltet ,-1
 prügl ,-1
 prügle ,-1
 prunkvoll ,1
 prunkvolle ,1
 prunkvollem ,1
 prunkvollen ,1
 prunkvoller ,1
 prunkvollere ,1
 prunkvollerem ,1
 prunkvolleren ,1
 prunkvollerer ,1
 prunkvolleres ,1
 prunkvolles ,1
 prunkvollst ,1
 prunkvollste ,1
 prunkvollstem ,1
 prunkvollsten ,1
 prunkvollster ,1
 prunkvollstes ,1
 pulsierend ,1
 punktförmig ,1
 pünktlich ,1
 pünktliche ,1
 pünktlichem ,1
 pünktlichen ,1
 pünktlicher ,1
 pünktlichere ,1
 pünktlicherem ,1
 pünktlicheren ,1
 pünktlicherer ,1
 pünktlicheres ,1
 pünktliches ,1
 pünktlichkeit ,1
 pünktlichst ,1
 pünktlichste ,1
 pünktlichstem ,1
 pünktlichsten ,1
 pünktlichster ,1
 pünktlichstes ,1
 punktuell ,1
 puppe ,-1
 puppig ,1
 puppige ,1
 puppigem ,1
 puppigen ,1
 puppiger ,1
 puppigere ,1
 puppigerem ,1
 puppigeren ,1
 puppigerer ,1
 puppigeres ,1
 puppiges ,1
 puppigst ,1
 puppigste ,1
 puppigstem ,1
 puppigsten ,1
 puppigster ,1
 puppigstes ,1
 puzzlespiel ,-1
 quacksalber ,-1
 qual ,-1
 quäl ,-1
 quäle ,-1
 qualen ,-1
 quälen ,-1
 quälend ,-1
 quälerei ,-1
 quälest ,-1
 quälet ,-1
 qualifikation ,1
 qualifikationen ,1
 qualifizier ,1
 qualifiziere ,1
 qualifizieren ,1
 qualifizierest ,1
 qualifizieret ,1
 qualifizierst ,1
 qualifiziert ,1
 qualifizierte ,1
 qualifiziertem ,1
 qualifizierten ,1
 qualifizierter ,1
 qualifiziertere ,1
 qualifizierterem ,1
 qualifizierteren ,1
 qualifizierterer ,1
 qualifizierteres ,1
 qualifiziertes ,1
 qualifiziertest ,1
 qualifizierteste ,1
 qualifiziertestem ,1
 qualifiziertesten ,1
 qualifiziertester ,1
 qualifiziertestes ,1
 qualifiziertet ,1
 qualität ,1
 qualitäten ,1
 qualitativ ,1
 qualitative ,1
 qualitativem ,1
 qualitativen ,1
 qualitativer ,1
 qualitativere ,1
 qualitativerem ,1
 qualitativeren ,1
 qualitativerer ,1
 qualitativeres ,1
 qualitatives ,1
 qualitativst ,1
 qualitativste ,1
 qualitativstem ,1
 qualitativsten ,1
 qualitativster ,1
 qualitativstes ,1
 qualitätsminderung ,-1
 qualitätsverbessernd ,1
 qualitätsverbesserung ,1
 qualitätsverbesserungen ,1
 qualitätsvoll ,1
 qualm ,-1
 quälst ,-1
 quält ,-1
 quälte ,-1
 quälten ,-1
 quältest ,-1
 quältet ,-1
 qualvoll ,-1
 qualvolle ,-1
 qualvollem ,-1
 qualvollen ,-1
 qualvoller ,-1
 qualvollere ,-1
 qualvollerem ,-1
 qualvolleren ,-1
 qualvollerer ,-1
 qualvolleres ,-1
 qualvolles ,-1
 qualvollst ,-1
 qualvollste ,-1
 qualvollstem ,-1
 qualvollsten ,-1
 qualvollster ,-1
 qualvollstes ,-1
 quarzstabil ,1
 quasselei ,-1
 quatsch ,-1
 quellung ,1
 quengelei ,-1
 quetschen ,-1
 quetschmaschine ,-1
 quicklebendig ,1
 quicklebendige ,1
 quicklebendigem ,1
 quicklebendigen ,1
 quicklebendiger ,1
 quicklebendigere ,1
 quicklebendigerem ,1
 quicklebendigeren ,1
 quicklebendigerer ,1
 quicklebendigeres ,1
 quicklebendiges ,1
 quicklebendigst ,1
 quicklebendigste ,1
 quicklebendigstem ,1
 quicklebendigsten ,1
 quicklebendigster ,1
 quicklebendigstes ,1
 rabiat ,-1
 rabiate ,-1
 rabiatem ,-1
 rabiaten ,-1
 rabiater ,-1
 rabiatere ,-1
 rabiaterem ,-1
 rabiateren ,-1
 rabiaterer ,-1
 rabiateres ,-1
 rabiates ,-1
 rabiatest ,-1
 rabiateste ,-1
 rabiatestem ,-1
 rabiatesten ,-1
 rabiatester ,-1
 rabiatestes ,-1
 räch ,-1
 rache ,-1
 räche ,-1
 rachedurstig ,-1
 rächen ,-1
 racheschnaubend ,-1
 rächest ,-1
 rächet ,-1
 rachgierig ,-1
 rächst ,-1
 rachsucht ,-1
 rachsüchtig ,-1
 rachsüchtigkeit ,-1
 rächt ,-1
 rächte ,-1
 rächten ,-1
 rächtest ,-1
 rächtet ,-1
 racker ,-1
 radiant ,1
 radierte ,-1
 radikal ,-1
 radikalisierung ,-1
 radioaktiver ,-1
 raffiniert ,1
 raffinierte ,1
 raffiniertem ,1
 raffinierten ,1
 raffinierter ,1
 raffiniertere ,1
 raffinierterem ,1
 raffinierteren ,1
 raffinierterer ,1
 raffinierteres ,1
 raffiniertes ,1
 raffiniertest ,1
 raffinierteste ,1
 raffiniertestem ,1
 raffiniertesten ,1
 raffiniertester ,1
 raffiniertestes ,1
 rage ,-1
 ramm ,-1
 rammbock ,-1
 ramme ,-1
 rammen ,-1
 rammest ,-1
 rammet ,-1
 rammst ,-1
 rammt ,-1
 rammte ,-1
 rammten ,-1
 rammtest ,-1
 rammtet ,-1
 ramponier ,-1
 ramponiere ,-1
 ramponieren ,-1
 ramponierest ,-1
 ramponieret ,-1
 ramponierst ,-1
 ramponiert ,-1
 ramponierte ,-1
 ramponierten ,-1
 ramponiertest ,-1
 ramponiertet ,-1
 randalieren ,-1
 randalierer ,-1
 rang ,-1
 rank ,1
 ranküne ,-1
 rappel ,-1
 rappelig ,-1
 rapport ,-1
 rar ,-1
 rasch ,-1
 rasend ,-1
 rasende ,-1
 rasendem ,-1
 rasenden ,-1
 rasender ,-1
 rasendere ,-1
 rasenderem ,-1
 rasenderen ,-1
 rasenderer ,-1
 rasenderes ,-1
 rasendes ,-1
 rasendst ,-1
 rasendste ,-1
 rasendstem ,-1
 rasendsten ,-1
 rasendster ,-1
 rasendstes ,-1
 raserei ,-1
 rassismus ,-1
 rassist ,-1
 rassistin ,-1
 rassistische ,-1
 rastlos ,-1
 rastlosigkeit ,-1
 rat ,1
 ratgeber ,1
 ratio ,1
 rational ,1
 rationalisieren ,-1
 rationalisierte ,-1
 rationell ,1
 ratlos ,-1
 ratlosigkeit ,-1
 ratsam ,1
 rätsel ,-1
 rätselhaft ,-1
 rätselraten ,-1
 rätselratens ,-1
 ratte ,-1
 ratz ,-1
 ratze ,-1
 rau ,-1
 raub ,-1
 raubbau ,-1
 raube ,-1
 rauben ,-1
 räuber ,-1
 räuberisch ,-1
 räubern ,-1
 räubers ,-1
 raubes ,-1
 raubs ,-1
 rauch ,-1
 räuchermittel ,-1
 räucherwerk ,-1
 rauchvorhang ,-1
 rauchwerk ,-1
 rauchwolke ,-1
 raues ,-1
 rauh ,-1
 rauhe ,-1
 rauhem ,-1
 rauhen ,-1
 rauher ,-1
 rauhere ,-1
 rauherem ,-1
 rauheren ,-1
 rauherer ,-1
 rauheres ,-1
 rauhes ,-1
 rauhest ,-1
 rauheste ,-1
 rauhestem ,-1
 rauhesten ,-1
 rauhester ,-1
 rauhestes ,-1
 rauhfußhuhn ,-1
 rauhst ,-1
 rauhste ,-1
 rauhstem ,-1
 rauhsten ,-1
 rauhster ,-1
 rauhstes ,-1
 rauklingend ,-1
 räumte ,1
 rausgeschmissen ,-1
 razzia ,-1
 reagierend ,1
 reaktionär ,-1
 reaktionsfähig ,1
 realist ,1
 realistin ,1
 realistisch ,1
 realitätsnah ,1
 rebellen ,-1
 rebellion ,-1
 rebellisch ,-1
 rebellische ,-1
 rebellischem ,-1
 rebellischen ,-1
 rebellischer ,-1
 rebellischere ,-1
 rebellischerem ,-1
 rebellischeren ,-1
 rebellischerer ,-1
 rebellischeres ,-1
 rebellisches ,-1
 rebellischst ,-1
 rebellischste ,-1
 rebellischstem ,-1
 rebellischsten ,-1
 rebellischster ,-1
 rebellischstes ,-1
 rechenschaftspflichtig ,-1
 recht ,1
 rechterseits ,1
 rechtes ,1
 rechtfertig ,1
 rechtfertige ,1
 rechtfertigen ,1
 rechtfertigest ,1
 rechtfertiget ,1
 rechtfertigst ,1
 rechtfertigt ,1
 rechtfertigte ,1
 rechtfertigten ,1
 rechtfertigtest ,1
 rechtfertigtet ,1
 rechtgläubigkeit ,1
 rechthaber ,-1
 rechthaberisch ,-1
 rechthaberische ,-1
 rechthaberischem ,-1
 rechthaberischen ,-1
 rechthaberischer ,-1
 rechthaberischere ,-1
 rechthaberischerem ,-1
 rechthaberischeren ,-1
 rechthaberischerer ,-1
 rechthaberischeres ,-1
 rechthaberisches ,-1
 rechthaberischst ,-1
 rechthaberischste ,-1
 rechthaberischstem ,-1
 rechthaberischsten ,-1
 rechthaberischster ,-1
 rechthaberischstes ,-1
 rechtlich ,1
 rechtliche ,1
 rechtlichem ,1
 rechtlichen ,1
 rechtlicher ,1
 rechtlichere ,1
 rechtlicherem ,1
 rechtlicheren ,1
 rechtlicherer ,1
 rechtlicheres ,1
 rechtliches ,1
 rechtlichst ,1
 rechtlichste ,1
 rechtlichstem ,1
 rechtlichsten ,1
 rechtlichster ,1
 rechtlichstes ,1
 rechtmäßig ,1
 rechtmäßige ,1
 rechtmäßigem ,1
 rechtmäßigen ,1
 rechtmäßiger ,1
 rechtmäßigere ,1
 rechtmäßigerem ,1
 rechtmäßigeren ,1
 rechtmäßigerer ,1
 rechtmäßigeres ,1
 rechtmäßiges ,1
 rechtmäßigkeit ,1
 rechtmäßigst ,1
 rechtmäßigste ,1
 rechtmäßigstem ,1
 rechtmäßigsten ,1
 rechtmäßigster ,1
 rechtmäßigstes ,1
 rechtsbrecher ,-1
 rechtschaffen ,1
 rechtschaffener ,1
 rechtschaffenheit ,1
 rechtserhebliche ,-1
 rechtsextremismus ,-1
 rechtsextremist ,-1
 rechtsgültig ,1
 rechtsgültige ,1
 rechtsgültigem ,1
 rechtsgültigen ,1
 rechtsgültiger ,1
 rechtsgültigere ,1
 rechtsgültigerem ,1
 rechtsgültigeren ,1
 rechtsgültigerer ,1
 rechtsgültigeres ,1
 rechtsgültiges ,1
 rechtsgültigkeit ,1
 rechtsgültigst ,1
 rechtsgültigste ,1
 rechtsgültigstem ,1
 rechtsgültigsten ,1
 rechtsgültigster ,1
 rechtsgültigstes ,1
 rechtskräftig ,1
 rechtsunwirksamkeit ,-1
 rechtsverletzung ,-1
 rechtswidrig ,-1
 rechtswidrige ,-1
 rechtswidrigem ,-1
 rechtswidrigen ,-1
 rechtswidriger ,-1
 rechtswidrigere ,-1
 rechtswidrigerem ,-1
 rechtswidrigeren ,-1
 rechtswidrigerer ,-1
 rechtswidrigeres ,-1
 rechtswidriges ,-1
 rechtswidrigkeit ,-1
 rechtswidrigkeiten ,-1
 rechtswidrigst ,-1
 rechtswidrigste ,-1
 rechtswidrigstem ,-1
 rechtswidrigsten ,-1
 rechtswidrigster ,-1
 rechtswidrigstes ,-1
 rechtzeitig ,1
 redekunst ,1
 redete ,-1
 redlichkeit ,1
 redundant ,-1
 redundanz ,-1
 redundanzen ,-1
 reduzier ,-1
 reduziere ,-1
 reduzieren ,-1
 reduzierest ,-1
 reduzieret ,-1
 reduzierst ,-1
 reduziert ,-1
 reduzierte ,-1
 reduzierten ,-1
 reduziertest ,-1
 reduziertet ,-1
 reell ,1
 regeldifferenz ,-1
 regellos ,-1
 regelwidrigkeit ,-1
 regenerat ,1
 regenerierung ,1
 regenguss ,-1
 regierungslosigkeit ,-1
 reglos ,-1
 regress ,-1
 regression ,-1
 regressiv ,-1
 regressive ,-1
 regressklagen ,-1
 regulierungsbehörde ,-1
 regungslos ,-1
 rehabilitation ,1
 rehabilitationen ,1
 rehabilitier ,1
 rehabilitiere ,1
 rehabilitieren ,1
 rehabilitierest ,1
 rehabilitieret ,1
 rehabilitierst ,1
 rehabilitiert ,1
 rehabilitierte ,1
 rehabilitierten ,1
 rehabilitiertest ,1
 rehabilitiertet ,1
 reiberei ,-1
 reibkraft ,-1
 reibungslos ,1
 reibungslose ,1
 reibungslosem ,1
 reibungslosen ,1
 reibungsloser ,1
 reibungslosere ,1
 reibungsloserem ,1
 reibungsloseren ,1
 reibungsloserer ,1
 reibungsloseres ,1
 reibungsloses ,1
 reibungslosest ,1
 reibungsloseste ,1
 reibungslosestem ,1
 reibungslosesten ,1
 reibungslosester ,1
 reibungslosestes ,1
 reich ,1
 reicherte ,-1
 reichhaltig ,1
 reichhaltige ,1
 reichhaltigem ,1
 reichhaltigen ,1
 reichhaltiger ,1
 reichhaltigere ,1
 reichhaltigerem ,1
 reichhaltigeren ,1
 reichhaltigerer ,1
 reichhaltigeres ,1
 reichhaltiges ,1
 reichhaltigkeit ,1
 reichhaltigkeiten ,1
 reichhaltigst ,1
 reichhaltigste ,1
 reichhaltigstem ,1
 reichhaltigsten ,1
 reichhaltigster ,1
 reichhaltigstes ,1
 reichlich ,1
 reichliche ,1
 reichlichem ,1
 reichlichen ,1
 reichlicher ,1
 reichlichere ,1
 reichlicherem ,1
 reichlicheren ,1
 reichlicherer ,1
 reichlicheres ,1
 reichliches ,1
 reichlichst ,1
 reichlichste ,1
 reichlichstem ,1
 reichlichsten ,1
 reichlichster ,1
 reichlichstes ,1
 reichte ,1
 reichtum ,1
 reichtümer ,1
 reichtümern ,1
 reichtumes ,1
 reichtums ,1
 reif ,1
 reife ,1
 reifem ,1
 reifen ,1
 reifer ,1
 reifere ,1
 reiferem ,1
 reiferen ,1
 reiferer ,1
 reiferes ,1
 reifes ,1
 reifest ,1
 reifet ,1
 reiflich ,1
 reifst ,1
 reifste ,1
 reifstem ,1
 reifsten ,1
 reifster ,1
 reifstes ,1
 reift ,1
 reifte ,1
 reiften ,1
 reiftest ,1
 reiftet ,1
 rein ,1
 reine ,1
 reinem ,1
 reinen ,1
 reiner ,1
 reinere ,1
 reinerem ,1
 reineren ,1
 reinerer ,1
 reineres ,1
 reines ,1
 reinfall ,-1
 reinfälle ,-1
 reinfällen ,-1
 reinfalles ,-1
 reinfalls ,-1
 reinheit ,1
 reinheitsgrad ,1
 reinig ,1
 reinige ,1
 reinigen ,1
 reinigest ,1
 reiniget ,1
 reinigst ,1
 reinigt ,1
 reinigte ,1
 reinigten ,1
 reinigtest ,1
 reinigtet ,1
 reinigung ,1
 reinigungen ,1
 reinlich ,1
 reinlichkeit ,1
 reinst ,1
 reinste ,1
 reinstem ,1
 reinsten ,1
 reinster ,1
 reinstes ,1
 reißerisch ,-1
 reiz ,1
 reizbar ,-1
 reizen ,-1
 reizend ,1
 reizende ,1
 reizendem ,1
 reizenden ,1
 reizender ,1
 reizendere ,1
 reizenderem ,1
 reizenderen ,1
 reizenderer ,1
 reizenderes ,1
 reizendes ,1
 reizendst ,1
 reizendste ,1
 reizendstem ,1
 reizendsten ,1
 reizendster ,1
 reizendstes ,1
 reizlos ,-1
 reizmittel ,-1
 reizte ,1
 reizung ,-1
 reizvoll ,1
 reizvolle ,1
 reizvollem ,1
 reizvollen ,1
 reizvoller ,1
 reizvollere ,1
 reizvollerem ,1
 reizvolleren ,1
 reizvollerer ,1
 reizvolleres ,1
 reizvolles ,1
 reizvollst ,1
 reizvollste ,1
 reizvollstem ,1
 reizvollsten ,1
 reizvollster ,1
 reizvollstes ,1
 reizwäsche ,1
 reklamation ,-1
 reklamationen ,-1
 reklame ,1
 rekultivierung ,-1
 relevant ,1
 relevante ,1
 relevantem ,1
 relevanten ,1
 relevanter ,1
 relevantere ,1
 relevanterem ,1
 relevanteren ,1
 relevanterer ,1
 relevanteres ,1
 relevantes ,1
 relevantest ,1
 relevanteste ,1
 relevantestem ,1
 relevantesten ,1
 relevantester ,1
 relevantestes ,1
 relevanz ,1
 relevanzen ,1
 relish ,1
 reluktanz ,-1
 renaissance ,1
 renitent ,-1
 renitente ,-1
 renitentem ,-1
 renitenten ,-1
 renitenter ,-1
 renitentere ,-1
 renitenterem ,-1
 renitenteren ,-1
 renitenterer ,-1
 renitenteres ,-1
 renitentes ,-1
 renitentest ,-1
 renitenteste ,-1
 renitentestem ,-1
 renitentesten ,-1
 renitentester ,-1
 renitentestes ,-1
 renommiert ,1
 renommierte ,1
 renommiertem ,1
 renommierten ,1
 renommierter ,1
 renommiertere ,1
 renommierterem ,1
 renommierteren ,1
 renommierterer ,1
 renommierteres ,1
 renommiertes ,1
 renommiertest ,1
 renommierteste ,1
 renommiertestem ,1
 renommiertesten ,1
 renommiertester ,1
 renommiertestes ,1
 renovieren ,1
 renovierung ,1
 renovierungen ,1
 rentabel ,1
 rentabelst ,1
 rentabelste ,1
 rentabelstem ,1
 rentabelsten ,1
 rentabelster ,1
 rentabelstes ,1
 rentabilität ,1
 rentable ,1
 rentablem ,1
 rentablen ,1
 rentabler ,1
 rentablere ,1
 rentablerem ,1
 rentableren ,1
 rentablerer ,1
 rentableres ,1
 rentables ,1
 reparatur ,-1
 reparaturen ,-1
 reparieren ,1
 reparierte ,1
 repetitiv ,-1
 repetiv ,-1
 repräsentationsfigur ,1
 repräsentativ ,1
 repräsentative ,1
 repräsentativem ,1
 repräsentativen ,1
 repräsentativer ,1
 repräsentativere ,1
 repräsentativerem ,1
 repräsentativeren ,1
 repräsentativerer ,1
 repräsentativeres ,1
 repräsentatives ,1
 repräsentativst ,1
 repräsentativste ,1
 repräsentativstem ,1
 repräsentativsten ,1
 repräsentativster ,1
 repräsentativstes ,1
 repression ,-1
 repressiv ,-1
 resigniert ,-1
 resistent ,-1
 resolution ,-1
 respekt ,1
 respektabel ,1
 respektabelst ,1
 respektabelste ,1
 respektabelstem ,1
 respektabelsten ,1
 respektabelster ,1
 respektabelstes ,1
 respektable ,1
 respektablem ,1
 respektablen ,1
 respektabler ,1
 respektablere ,1
 respektablerem ,1
 respektableren ,1
 respektablerer ,1
 respektableres ,1
 respektables ,1
 respekte ,1
 respekten ,1
 respektes ,1
 respektieren ,1
 respektlos ,-1
 respektlosigkeit ,-1
 respekts ,1
 respektvoll ,1
 respektvolle ,1
 respektvollem ,1
 respektvollen ,1
 respektvoller ,1
 respektvollere ,1
 respektvollerem ,1
 respektvolleren ,1
 respektvollerer ,1
 respektvolleres ,1
 respektvolles ,1
 respektvollst ,1
 respektvollste ,1
 respektvollstem ,1
 respektvollsten ,1
 respektvollster ,1
 respektvollstes ,1
 rett ,1
 rette ,1
 retten ,1
 rettest ,1
 rettet ,1
 rettete ,1
 retteten ,1
 rettetest ,1
 rettetet ,1
 rettte ,1
 rettten ,1
 retttest ,1
 retttet ,1
 rettung ,1
 rettungen ,1
 reue ,-1
 reuelos ,-1
 reuevoll ,-1
 reuig ,-1
 reumütig ,-1
 revanche ,-1
 revanchier ,1
 revanchiere ,1
 revanchieren ,1
 revanchierest ,1
 revanchieret ,1
 revanchierst ,1
 revanchiert ,1
 revanchierte ,1
 revanchierten ,1
 revanchiertest ,1
 revanchiertet ,1
 revoke ,-1
 revolte ,-1
 revolten ,-1
 revolution ,-1
 revolutionen ,-1
 rezeptpflichtig ,1
 rezession ,-1
 rezessionen ,-1
 rezidiv ,-1
 rhetorisch ,-1
 rhetorische ,-1
 richtig ,1
 richtige ,1
 richtigem ,1
 richtigen ,1
 richtiger ,1
 richtigere ,1
 richtigerem ,1
 richtigeren ,1
 richtigerer ,1
 richtigeres ,1
 richtiges ,1
 richtigkeit ,1
 richtigst ,1
 richtigste ,1
 richtigstellen ,1
 richtigstem ,1
 richtigsten ,1
 richtigster ,1
 richtigstes ,1
 ridikül ,-1
 rieb ,-1
 riechend ,-1
 riegelte ,-1
 riemengetrieben ,1
 riesengroß ,1
 riesengroße ,1
 riesengroßem ,1
 riesengroßen ,1
 riesengroßer ,1
 riesengroßere ,1
 riesengroßerem ,1
 riesengroßeren ,1
 riesengroßerer ,1
 riesengroßeres ,1
 riesengroßes ,1
 riesengroßst ,1
 riesengroßste ,1
 riesengroßstem ,1
 riesengroßsten ,1
 riesengroßster ,1
 riesengroßstes ,1
 riesenschritten ,1
 riesig ,1
 riesige ,1
 riesigem ,1
 riesigen ,1
 riesiger ,1
 riesigere ,1
 riesigerem ,1
 riesigeren ,1
 riesigerer ,1
 riesigeres ,1
 riesiges ,1
 riesigst ,1
 riesigste ,1
 riesigstem ,1
 riesigsten ,1
 riesigster ,1
 riesigstes ,1
 rigid ,-1
 rigide ,-1
 rigoros ,-1
 rind ,-1
 risiko ,-1
 risikoarm ,1
 risikofreie ,1
 risikoscheu ,-1
 riskant ,-1
 riskante ,-1
 riskantem ,-1
 riskanten ,-1
 riskanter ,-1
 riskantere ,-1
 riskanterem ,-1
 riskanteren ,-1
 riskanterer ,-1
 riskanteres ,-1
 riskantes ,-1
 riskantest ,-1
 riskanteste ,-1
 riskantestem ,-1
 riskantesten ,-1
 riskantester ,-1
 riskantestes ,-1
 riskier ,-1
 riskiere ,-1
 riskieren ,-1
 riskierest ,-1
 riskieret ,-1
 riskierst ,-1
 riskiert ,-1
 riskierte ,-1
 riskierten ,-1
 riskiertest ,-1
 riskiertet ,-1
 riss ,-1
 ritt ,-1
 ritterlich ,1
 ritterlichkeit ,1
 ritterschlag ,1
 ritz ,-1
 rivale ,-1
 rivalen ,-1
 rivalität ,-1
 rivalitäten ,-1
 robust ,1
 robuste ,1
 robustem ,1
 robusten ,1
 robuster ,1
 robustere ,1
 robusterem ,1
 robusteren ,1
 robusterer ,1
 robusteres ,1
 robustes ,1
 robustest ,1
 robusteste ,1
 robustestem ,1
 robustesten ,1
 robustester ,1
 robustestes ,1
 robustheit ,1
 roh ,-1
 rohheit ,-1
 rollen ,-1
 romantik ,1
 romantiker ,1
 romantikerin ,1
 romantisch ,1
 rosig ,1
 rosige ,1
 rosigem ,1
 rosigen ,1
 rosiger ,1
 rosigere ,1
 rosigerem ,1
 rosigeren ,1
 rosigerer ,1
 rosigeres ,1
 rosiges ,1
